DKK local time,DKK local time,MWh
03/01/2024 00:00:00,03/01/2024 01:00:00,6.61926137397263
03/01/2024 01:00:00,03/01/2024 02:00:00,6.84601174916373
03/01/2024 02:00:00,03/01/2024 03:00:00,6.97667316127141
03/01/2024 03:00:00,03/01/2024 04:00:00,7.04079574186299
03/01/2024 04:00:00,03/01/2024 05:00:00,7.7221662416882
03/01/2024 05:00:00,03/01/2024 06:00:00,7.84574178658512
03/01/2024 06:00:00,03/01/2024 07:00:00,8.1469459606584
03/01/2024 07:00:00,03/01/2024 08:00:00,7.61517922700538
03/01/2024 08:00:00,03/01/2024 09:00:00,7.54527416660282
03/01/2024 09:00:00,03/01/2024 10:00:00,7.60395778717889
03/01/2024 10:00:00,03/01/2024 11:00:00,7.75454274191538
03/01/2024 11:00:00,03/01/2024 12:00:00,7.0587958264343
03/01/2024 12:00:00,03/01/2024 13:00:00,6.6772910517825
03/01/2024 13:00:00,03/01/2024 14:00:00,6.73449130641037
03/01/2024 14:00:00,03/01/2024 15:00:00,6.83665443593052
03/01/2024 15:00:00,03/01/2024 16:00:00,7.29602842480023
03/01/2024 16:00:00,03/01/2024 17:00:00,7.39383093677547
03/01/2024 17:00:00,03/01/2024 18:00:00,7.68056934234593
03/01/2024 18:00:00,03/01/2024 19:00:00,7.37601673880869
03/01/2024 19:00:00,03/01/2024 20:00:00,7.39913933594386
03/01/2024 20:00:00,03/01/2024 21:00:00,7.56304070187516
03/01/2024 21:00:00,03/01/2024 22:00:00,7.68643294576936
03/01/2024 22:00:00,03/01/2024 23:00:00,7.65757180245823
03/01/2024 23:00:00,03/02/2024 00:00:00,7.53617416924954
03/02/2024 00:00:00,03/02/2024 01:00:00,7.58119755676879
03/02/2024 01:00:00,03/02/2024 02:00:00,7.68164923966567
03/02/2024 02:00:00,03/02/2024 03:00:00,7.7117757886733
03/02/2024 03:00:00,03/02/2024 04:00:00,7.70081620906459
03/02/2024 04:00:00,03/02/2024 05:00:00,8.1556127040675
03/02/2024 05:00:00,03/02/2024 06:00:00,8.44995183348841
03/02/2024 06:00:00,03/02/2024 07:00:00,8.50685897282919
03/02/2024 07:00:00,03/02/2024 08:00:00,7.78803987097449
03/02/2024 08:00:00,03/02/2024 09:00:00,7.63543598820898
03/02/2024 09:00:00,03/02/2024 10:00:00,7.70508180453566
03/02/2024 10:00:00,03/02/2024 11:00:00,7.64004776638693
03/02/2024 11:00:00,03/02/2024 12:00:00,6.9949229698099
03/02/2024 12:00:00,03/02/2024 13:00:00,6.39427780257608
03/02/2024 13:00:00,03/02/2024 14:00:00,6.2233187590117
03/02/2024 14:00:00,03/02/2024 15:00:00,6.27894559767909
03/02/2024 15:00:00,03/02/2024 16:00:00,6.77717975775269
03/02/2024 16:00:00,03/02/2024 17:00:00,7.01153028678709
03/02/2024 17:00:00,03/02/2024 18:00:00,7.17502543555578
03/02/2024 18:00:00,03/02/2024 19:00:00,6.65311653093894
03/02/2024 19:00:00,03/02/2024 20:00:00,6.71929666810009
03/02/2024 20:00:00,03/02/2024 21:00:00,6.8612382308801
03/02/2024 21:00:00,03/02/2024 22:00:00,6.83011264663034
03/02/2024 22:00:00,03/02/2024 23:00:00,6.85939020685646
03/02/2024 23:00:00,03/03/2024 00:00:00,6.77969137597667
03/03/2024 00:00:00,03/03/2024 01:00:00,6.79678450105773
03/03/2024 01:00:00,03/03/2024 02:00:00,6.80002567403369
03/03/2024 02:00:00,03/03/2024 03:00:00,6.82170133446614
03/03/2024 03:00:00,03/03/2024 04:00:00,6.95217192732705
03/03/2024 04:00:00,03/03/2024 05:00:00,7.72833779017025
03/03/2024 05:00:00,03/03/2024 06:00:00,7.89653228172647
03/03/2024 06:00:00,03/03/2024 07:00:00,8.10747297305028
03/03/2024 07:00:00,03/03/2024 08:00:00,7.61546064014064
03/03/2024 08:00:00,03/03/2024 09:00:00,7.63986108037392
03/03/2024 09:00:00,03/03/2024 10:00:00,7.43924261394474
03/03/2024 10:00:00,03/03/2024 11:00:00,7.26322821373357
03/03/2024 11:00:00,03/03/2024 12:00:00,7.02567221593565
03/03/2024 12:00:00,03/03/2024 13:00:00,6.77149754035897
03/03/2024 13:00:00,03/03/2024 14:00:00,6.72313952976121
03/03/2024 14:00:00,03/03/2024 15:00:00,6.90156481630246
03/03/2024 15:00:00,03/03/2024 16:00:00,7.34191441564004
03/03/2024 16:00:00,03/03/2024 17:00:00,7.48467667823977
03/03/2024 17:00:00,03/03/2024 18:00:00,7.45086690611548
03/03/2024 18:00:00,03/03/2024 19:00:00,6.91613341041989
03/03/2024 19:00:00,03/03/2024 20:00:00,6.81838313749419
03/03/2024 20:00:00,03/03/2024 21:00:00,6.77853603009145
03/03/2024 21:00:00,03/03/2024 22:00:00,6.68202942207045
03/03/2024 22:00:00,03/03/2024 23:00:00,6.56421660685009
03/03/2024 23:00:00,03/04/2024 00:00:00,6.45589886225806
03/04/2024 00:00:00,03/04/2024 01:00:00,6.35036924435351
03/04/2024 01:00:00,03/04/2024 02:00:00,6.31422321742217
03/04/2024 02:00:00,03/04/2024 03:00:00,6.37387295366234
03/04/2024 03:00:00,03/04/2024 04:00:00,6.43315267961952
03/04/2024 04:00:00,03/04/2024 05:00:00,7.03708204539299
03/04/2024 05:00:00,03/04/2024 06:00:00,6.96341746536043
03/04/2024 06:00:00,03/04/2024 07:00:00,6.96070788897567
03/04/2024 07:00:00,03/04/2024 08:00:00,6.60601792010731
03/04/2024 08:00:00,03/04/2024 09:00:00,6.82241917444626
03/04/2024 09:00:00,03/04/2024 10:00:00,6.88880274790843
03/04/2024 10:00:00,03/04/2024 11:00:00,6.69169899765757
03/04/2024 11:00:00,03/04/2024 12:00:00,6.62239972489675
03/04/2024 12:00:00,03/04/2024 13:00:00,6.49733220911265
03/04/2024 13:00:00,03/04/2024 14:00:00,6.39518641804695
03/04/2024 14:00:00,03/04/2024 15:00:00,6.57740519530508
03/04/2024 15:00:00,03/04/2024 16:00:00,6.19973250737084
03/04/2024 16:00:00,03/04/2024 17:00:00,6.29324440583759
03/04/2024 17:00:00,03/04/2024 18:00:00,6.07267193821351
03/04/2024 18:00:00,03/04/2024 19:00:00,6.2666841952822
03/04/2024 19:00:00,03/04/2024 20:00:00,6.2992057518771
03/04/2024 20:00:00,03/04/2024 21:00:00,6.24834706165499
03/04/2024 21:00:00,03/04/2024 22:00:00,6.16391683166477
03/04/2024 22:00:00,03/04/2024 23:00:00,6.23353642699348
03/04/2024 23:00:00,03/05/2024 00:00:00,6.08517294530206
03/05/2024 00:00:00,03/05/2024 01:00:00,6.05033352913459
03/05/2024 01:00:00,03/05/2024 02:00:00,6.04559443256007
03/05/2024 02:00:00,03/05/2024 03:00:00,6.0633376388616
03/05/2024 03:00:00,03/05/2024 04:00:00,6.24143800829146
03/05/2024 04:00:00,03/05/2024 05:00:00,6.7472543331827
03/05/2024 05:00:00,03/05/2024 06:00:00,6.74447577743663
03/05/2024 06:00:00,03/05/2024 07:00:00,6.71525664502356
03/05/2024 07:00:00,03/05/2024 08:00:00,6.26579589021312
03/05/2024 08:00:00,03/05/2024 09:00:00,6.51262650811963
03/05/2024 09:00:00,03/05/2024 10:00:00,6.70843208457629
03/05/2024 10:00:00,03/05/2024 11:00:00,6.59454405272192
03/05/2024 11:00:00,03/05/2024 12:00:00,6.41401449846162
03/05/2024 12:00:00,03/05/2024 13:00:00,6.2787251561194
03/05/2024 13:00:00,03/05/2024 14:00:00,6.26147684976604
03/05/2024 14:00:00,03/05/2024 15:00:00,6.52665982094738
03/05/2024 15:00:00,03/05/2024 16:00:00,6.48388515217384
03/05/2024 16:00:00,03/05/2024 17:00:00,6.45064003311343
03/05/2024 17:00:00,03/05/2024 18:00:00,6.14401478415701
03/05/2024 18:00:00,03/05/2024 19:00:00,6.29829175835212
03/05/2024 19:00:00,03/05/2024 20:00:00,6.17345697755654
03/05/2024 20:00:00,03/05/2024 21:00:00,6.09662138398171
03/05/2024 21:00:00,03/05/2024 22:00:00,6.09311739789804
03/05/2024 22:00:00,03/05/2024 23:00:00,6.08758112519556
03/05/2024 23:00:00,03/06/2024 00:00:00,6.02849793412341
03/06/2024 00:00:00,03/06/2024 01:00:00,6.07976980705924
03/06/2024 01:00:00,03/06/2024 02:00:00,6.17940512739817
03/06/2024 02:00:00,03/06/2024 03:00:00,6.26145367269436
03/06/2024 03:00:00,03/06/2024 04:00:00,6.39441781274345
03/06/2024 04:00:00,03/06/2024 05:00:00,6.96108419127782
03/06/2024 05:00:00,03/06/2024 06:00:00,7.08513255453401
03/06/2024 06:00:00,03/06/2024 07:00:00,7.33612105461465
03/06/2024 07:00:00,03/06/2024 08:00:00,6.83985373733044
03/06/2024 08:00:00,03/06/2024 09:00:00,6.94114238465204
03/06/2024 09:00:00,03/06/2024 10:00:00,6.85568202342829
03/06/2024 10:00:00,03/06/2024 11:00:00,6.73377454111046
03/06/2024 11:00:00,03/06/2024 12:00:00,6.45760504600101
03/06/2024 12:00:00,03/06/2024 13:00:00,6.20548864889357
03/06/2024 13:00:00,03/06/2024 14:00:00,6.2620981195124
03/06/2024 14:00:00,03/06/2024 15:00:00,6.34065515991476
03/06/2024 15:00:00,03/06/2024 16:00:00,6.65888533226888
03/06/2024 16:00:00,03/06/2024 17:00:00,6.71080254114734
03/06/2024 17:00:00,03/06/2024 18:00:00,6.81319806725052
03/06/2024 18:00:00,03/06/2024 19:00:00,6.46883913862758
03/06/2024 19:00:00,03/06/2024 20:00:00,6.26217483871328
03/06/2024 20:00:00,03/06/2024 21:00:00,6.19638780846092
03/06/2024 21:00:00,03/06/2024 22:00:00,6.21941951546457
03/06/2024 22:00:00,03/06/2024 23:00:00,6.14776841795127
03/06/2024 23:00:00,03/07/2024 00:00:00,6.19391897230599
03/07/2024 00:00:00,03/07/2024 01:00:00,6.15019200502873
03/07/2024 01:00:00,03/07/2024 02:00:00,6.33419090772549
03/07/2024 02:00:00,03/07/2024 03:00:00,6.31576259794447
03/07/2024 03:00:00,03/07/2024 04:00:00,6.38203609004021
03/07/2024 04:00:00,03/07/2024 05:00:00,7.02338449507607
03/07/2024 05:00:00,03/07/2024 06:00:00,7.21397695203781
03/07/2024 06:00:00,03/07/2024 07:00:00,7.39624226927439
03/07/2024 07:00:00,03/07/2024 08:00:00,6.92379100691716
03/07/2024 08:00:00,03/07/2024 09:00:00,7.05714049625556
03/07/2024 09:00:00,03/07/2024 10:00:00,7.01618441963037
03/07/2024 10:00:00,03/07/2024 11:00:00,7.1238721008775
03/07/2024 11:00:00,03/07/2024 12:00:00,7.07641715822803
03/07/2024 12:00:00,03/07/2024 13:00:00,7.08346332403792
03/07/2024 13:00:00,03/07/2024 14:00:00,6.99820217516316
03/07/2024 14:00:00,03/07/2024 15:00:00,6.64338125435406
03/07/2024 15:00:00,03/07/2024 16:00:00,7.09110767186721
03/07/2024 16:00:00,03/07/2024 17:00:00,7.07164683781756
03/07/2024 17:00:00,03/07/2024 18:00:00,7.03394067663749
03/07/2024 18:00:00,03/07/2024 19:00:00,6.53020135866775
03/07/2024 19:00:00,03/07/2024 20:00:00,6.38202732807875
03/07/2024 20:00:00,03/07/2024 21:00:00,6.51245177426444
03/07/2024 21:00:00,03/07/2024 22:00:00,6.34142542965253
03/07/2024 22:00:00,03/07/2024 23:00:00,6.4086483940551
03/07/2024 23:00:00,03/08/2024 00:00:00,6.3471732405048
03/08/2024 00:00:00,03/08/2024 01:00:00,6.61926137397263
03/08/2024 01:00:00,03/08/2024 02:00:00,6.84601174916373
03/08/2024 02:00:00,03/08/2024 03:00:00,6.97667316127141
03/08/2024 03:00:00,03/08/2024 04:00:00,7.04079574186299
03/08/2024 04:00:00,03/08/2024 05:00:00,7.7221662416882
03/08/2024 05:00:00,03/08/2024 06:00:00,7.84574178658512
03/08/2024 06:00:00,03/08/2024 07:00:00,8.1469459606584
03/08/2024 07:00:00,03/08/2024 08:00:00,7.61517922700538
03/08/2024 08:00:00,03/08/2024 09:00:00,7.54527416660282
03/08/2024 09:00:00,03/08/2024 10:00:00,7.60395778717889
03/08/2024 10:00:00,03/08/2024 11:00:00,7.75454274191538
03/08/2024 11:00:00,03/08/2024 12:00:00,7.0587958264343
03/08/2024 12:00:00,03/08/2024 13:00:00,6.6772910517825
03/08/2024 13:00:00,03/08/2024 14:00:00,6.73449130641037
03/08/2024 14:00:00,03/08/2024 15:00:00,6.83665443593052
03/08/2024 15:00:00,03/08/2024 16:00:00,7.29602842480023
03/08/2024 16:00:00,03/08/2024 17:00:00,7.39383093677547
03/08/2024 17:00:00,03/08/2024 18:00:00,7.68056934234593
03/08/2024 18:00:00,03/08/2024 19:00:00,7.37601673880869
03/08/2024 19:00:00,03/08/2024 20:00:00,7.39913933594386
03/08/2024 20:00:00,03/08/2024 21:00:00,7.56304070187516
03/08/2024 21:00:00,03/08/2024 22:00:00,7.68643294576936
03/08/2024 22:00:00,03/08/2024 23:00:00,7.65757180245823
03/08/2024 23:00:00,03/09/2024 00:00:00,7.53617416924954
03/09/2024 00:00:00,03/09/2024 01:00:00,7.58119755676879
03/09/2024 01:00:00,03/09/2024 02:00:00,7.68164923966567
03/09/2024 02:00:00,03/09/2024 03:00:00,7.7117757886733
03/09/2024 03:00:00,03/09/2024 04:00:00,7.70081620906459
03/09/2024 04:00:00,03/09/2024 05:00:00,8.1556127040675
03/09/2024 05:00:00,03/09/2024 06:00:00,8.44995183348841
03/09/2024 06:00:00,03/09/2024 07:00:00,8.50685897282919
03/09/2024 07:00:00,03/09/2024 08:00:00,7.78803987097449
03/09/2024 08:00:00,03/09/2024 09:00:00,7.63543598820898
03/09/2024 09:00:00,03/09/2024 10:00:00,7.70508180453566
03/09/2024 10:00:00,03/09/2024 11:00:00,7.64004776638693
03/09/2024 11:00:00,03/09/2024 12:00:00,6.9949229698099
03/09/2024 12:00:00,03/09/2024 13:00:00,6.39427780257608
03/09/2024 13:00:00,03/09/2024 14:00:00,6.2233187590117
03/09/2024 14:00:00,03/09/2024 15:00:00,6.27894559767909
03/09/2024 15:00:00,03/09/2024 16:00:00,6.77717975775269
03/09/2024 16:00:00,03/09/2024 17:00:00,7.01153028678709
03/09/2024 17:00:00,03/09/2024 18:00:00,7.17502543555578
03/09/2024 18:00:00,03/09/2024 19:00:00,6.65311653093894
03/09/2024 19:00:00,03/09/2024 20:00:00,6.71929666810009
03/09/2024 20:00:00,03/09/2024 21:00:00,6.8612382308801
03/09/2024 21:00:00,03/09/2024 22:00:00,6.83011264663034
03/09/2024 22:00:00,03/09/2024 23:00:00,6.85939020685646
03/09/2024 23:00:00,03/10/2024 00:00:00,6.77969137597667
03/10/2024 00:00:00,03/10/2024 01:00:00,6.79678450105773
03/10/2024 01:00:00,03/10/2024 02:00:00,6.80002567403369
03/10/2024 02:00:00,03/10/2024 03:00:00,6.82170133446614
03/10/2024 03:00:00,03/10/2024 04:00:00,6.95217192732705
03/10/2024 04:00:00,03/10/2024 05:00:00,7.72833779017025
03/10/2024 05:00:00,03/10/2024 06:00:00,7.89653228172647
03/10/2024 06:00:00,03/10/2024 07:00:00,8.10747297305028
03/10/2024 07:00:00,03/10/2024 08:00:00,7.61546064014064
03/10/2024 08:00:00,03/10/2024 09:00:00,7.63986108037392
03/10/2024 09:00:00,03/10/2024 10:00:00,7.43924261394474
03/10/2024 10:00:00,03/10/2024 11:00:00,7.26322821373357
03/10/2024 11:00:00,03/10/2024 12:00:00,7.02567221593565
03/10/2024 12:00:00,03/10/2024 13:00:00,6.77149754035897
03/10/2024 13:00:00,03/10/2024 14:00:00,6.72313952976121
03/10/2024 14:00:00,03/10/2024 15:00:00,6.90156481630246
03/10/2024 15:00:00,03/10/2024 16:00:00,7.34191441564004
03/10/2024 16:00:00,03/10/2024 17:00:00,7.48467667823977
03/10/2024 17:00:00,03/10/2024 18:00:00,7.45086690611548
03/10/2024 18:00:00,03/10/2024 19:00:00,6.91613341041989
03/10/2024 19:00:00,03/10/2024 20:00:00,6.81838313749419
03/10/2024 20:00:00,03/10/2024 21:00:00,6.77853603009145
03/10/2024 21:00:00,03/10/2024 22:00:00,6.68202942207045
03/10/2024 22:00:00,03/10/2024 23:00:00,6.56421660685009
03/10/2024 23:00:00,03/11/2024 00:00:00,6.45589886225806
03/11/2024 00:00:00,03/11/2024 01:00:00,6.35036924435351
03/11/2024 01:00:00,03/11/2024 02:00:00,6.31422321742217
03/11/2024 02:00:00,03/11/2024 03:00:00,6.37387295366234
03/11/2024 03:00:00,03/11/2024 04:00:00,6.43315267961952
03/11/2024 04:00:00,03/11/2024 05:00:00,7.03708204539299
03/11/2024 05:00:00,03/11/2024 06:00:00,6.96341746536043
03/11/2024 06:00:00,03/11/2024 07:00:00,6.96070788897567
03/11/2024 07:00:00,03/11/2024 08:00:00,6.60601792010731
03/11/2024 08:00:00,03/11/2024 09:00:00,6.82241917444626
03/11/2024 09:00:00,03/11/2024 10:00:00,6.88880274790843
03/11/2024 10:00:00,03/11/2024 11:00:00,6.69169899765757
03/11/2024 11:00:00,03/11/2024 12:00:00,6.62239972489675
03/11/2024 12:00:00,03/11/2024 13:00:00,6.49733220911265
03/11/2024 13:00:00,03/11/2024 14:00:00,6.39518641804695
03/11/2024 14:00:00,03/11/2024 15:00:00,6.57740519530508
03/11/2024 15:00:00,03/11/2024 16:00:00,6.19973250737084
03/11/2024 16:00:00,03/11/2024 17:00:00,6.29324440583759
03/11/2024 17:00:00,03/11/2024 18:00:00,6.07267193821351
03/11/2024 18:00:00,03/11/2024 19:00:00,6.2666841952822
03/11/2024 19:00:00,03/11/2024 20:00:00,6.2992057518771
03/11/2024 20:00:00,03/11/2024 21:00:00,6.24834706165499
03/11/2024 21:00:00,03/11/2024 22:00:00,6.16391683166477
03/11/2024 22:00:00,03/11/2024 23:00:00,6.23353642699348
03/11/2024 23:00:00,03/12/2024 00:00:00,6.08517294530206
03/12/2024 00:00:00,03/12/2024 01:00:00,6.05033352913459
03/12/2024 01:00:00,03/12/2024 02:00:00,6.04559443256007
03/12/2024 02:00:00,03/12/2024 03:00:00,6.0633376388616
03/12/2024 03:00:00,03/12/2024 04:00:00,6.24143800829146
03/12/2024 04:00:00,03/12/2024 05:00:00,6.7472543331827
03/12/2024 05:00:00,03/12/2024 06:00:00,6.74447577743663
03/12/2024 06:00:00,03/12/2024 07:00:00,6.71525664502356
03/12/2024 07:00:00,03/12/2024 08:00:00,6.26579589021312
03/12/2024 08:00:00,03/12/2024 09:00:00,6.51262650811963
03/12/2024 09:00:00,03/12/2024 10:00:00,6.70843208457629
03/12/2024 10:00:00,03/12/2024 11:00:00,6.59454405272192
03/12/2024 11:00:00,03/12/2024 12:00:00,6.41401449846162
03/12/2024 12:00:00,03/12/2024 13:00:00,6.2787251561194
03/12/2024 13:00:00,03/12/2024 14:00:00,6.26147684976604
03/12/2024 14:00:00,03/12/2024 15:00:00,6.52665982094738
03/12/2024 15:00:00,03/12/2024 16:00:00,6.48388515217384
03/12/2024 16:00:00,03/12/2024 17:00:00,6.45064003311343
03/12/2024 17:00:00,03/12/2024 18:00:00,6.14401478415701
03/12/2024 18:00:00,03/12/2024 19:00:00,6.29829175835212
03/12/2024 19:00:00,03/12/2024 20:00:00,6.17345697755654
03/12/2024 20:00:00,03/12/2024 21:00:00,6.09662138398171
03/12/2024 21:00:00,03/12/2024 22:00:00,6.09311739789804
03/12/2024 22:00:00,03/12/2024 23:00:00,6.08758112519556
03/12/2024 23:00:00,03/13/2024 00:00:00,6.02849793412341
03/13/2024 00:00:00,03/13/2024 01:00:00,6.07976980705924
03/13/2024 01:00:00,03/13/2024 02:00:00,6.17940512739817
03/13/2024 02:00:00,03/13/2024 03:00:00,6.26145367269436
03/13/2024 03:00:00,03/13/2024 04:00:00,6.39441781274345
03/13/2024 04:00:00,03/13/2024 05:00:00,6.96108419127782
03/13/2024 05:00:00,03/13/2024 06:00:00,7.08513255453401
03/13/2024 06:00:00,03/13/2024 07:00:00,7.33612105461465
03/13/2024 07:00:00,03/13/2024 08:00:00,6.83985373733044
03/13/2024 08:00:00,03/13/2024 09:00:00,6.94114238465204
03/13/2024 09:00:00,03/13/2024 10:00:00,6.85568202342829
03/13/2024 10:00:00,03/13/2024 11:00:00,6.73377454111046
03/13/2024 11:00:00,03/13/2024 12:00:00,6.45760504600101
03/13/2024 12:00:00,03/13/2024 13:00:00,6.20548864889357
03/13/2024 13:00:00,03/13/2024 14:00:00,6.2620981195124
03/13/2024 14:00:00,03/13/2024 15:00:00,6.34065515991476
03/13/2024 15:00:00,03/13/2024 16:00:00,6.65888533226888
03/13/2024 16:00:00,03/13/2024 17:00:00,6.71080254114734
03/13/2024 17:00:00,03/13/2024 18:00:00,6.81319806725052
03/13/2024 18:00:00,03/13/2024 19:00:00,6.46883913862758
03/13/2024 19:00:00,03/13/2024 20:00:00,6.26217483871328
03/13/2024 20:00:00,03/13/2024 21:00:00,6.19638780846092
03/13/2024 21:00:00,03/13/2024 22:00:00,6.21941951546457
03/13/2024 22:00:00,03/13/2024 23:00:00,6.14776841795127
03/13/2024 23:00:00,03/14/2024 00:00:00,6.19391897230599
03/14/2024 00:00:00,03/14/2024 01:00:00,6.15019200502873
03/14/2024 01:00:00,03/14/2024 02:00:00,6.33419090772549
03/14/2024 02:00:00,03/14/2024 03:00:00,6.31576259794447
03/14/2024 03:00:00,03/14/2024 04:00:00,6.38203609004021
03/14/2024 04:00:00,03/14/2024 05:00:00,7.02338449507607
03/14/2024 05:00:00,03/14/2024 06:00:00,7.21397695203781
03/14/2024 06:00:00,03/14/2024 07:00:00,7.39624226927439
03/14/2024 07:00:00,03/14/2024 08:00:00,6.92379100691716
03/14/2024 08:00:00,03/14/2024 09:00:00,7.05714049625556
03/14/2024 09:00:00,03/14/2024 10:00:00,7.01618441963037
03/14/2024 10:00:00,03/14/2024 11:00:00,7.1238721008775
03/14/2024 11:00:00,03/14/2024 12:00:00,7.07641715822803
03/14/2024 12:00:00,03/14/2024 13:00:00,7.08346332403792
03/14/2024 13:00:00,03/14/2024 14:00:00,6.99820217516316
03/14/2024 14:00:00,03/14/2024 15:00:00,6.64338125435406
03/14/2024 15:00:00,03/14/2024 16:00:00,7.09110767186721
03/14/2024 16:00:00,03/14/2024 17:00:00,7.07164683781756
03/14/2024 17:00:00,03/14/2024 18:00:00,7.03394067663749
03/14/2024 18:00:00,03/14/2024 19:00:00,6.53020135866775
03/14/2024 19:00:00,03/14/2024 20:00:00,6.38202732807875
03/14/2024 20:00:00,03/14/2024 21:00:00,6.51245177426444
03/14/2024 21:00:00,03/14/2024 22:00:00,6.34142542965253
03/14/2024 22:00:00,03/14/2024 23:00:00,6.4086483940551
03/14/2024 23:00:00,03/15/2024 00:00:00,6.3471732405048
